brand,product,product_image,like_number,review,mini,capacity,price,first_category,second_category
어반디케이(URBAN DECAY),올 나이터 메이크업 세팅 스프레이,https://d33ur1yh5ph6b5.cloudfront.net/73e47a4f-784b-42e0-b737-d57a483ac63f,8,6,4,118ml,39000,1,9
입큰(IPKN),스키니핏 메이크업 픽스 미스트,https://d33ur1yh5ph6b5.cloudfront.net/865576f9-51e1-4b2b-931a-b4f244fc5c7a,2,4,6,120ml,18000,1,9
파이스해빗,뽀샵픽서,https://d33ur1yh5ph6b5.cloudfront.net/4c1313c2-ffe1-42b6-b9fe-836678215e0b,9,3,7,100ml,23800,1,9
브이디엘(VDL),루미레이어 코렉팅 파우더,https://d33ur1yh5ph6b5.cloudfront.net/3b23433f-d9d7-4a0b-a316-b4c0d595be54,0,4,1,14g,38000,1,9
쏘내추럴,올데이 타이트 메이크업 세팅 픽서,https://d33ur1yh5ph6b5.cloudfront.net/22801710-c86a-4099-ab1e-be5238ed5231,15,3,7,50ml,15000,1,9
어반디케이(URBAN DECAY),썸머 올 나이터,https://d33ur1yh5ph6b5.cloudfront.net/8abd72c5-09c5-4565-bfd5-3db199a95c40,1,3,0,118ml,39000,1,9
자트인사이트,울트라 세팅 진짜 픽서,https://d33ur1yh5ph6b5.cloudfront.net/0b59dba6-0fe9-41ac-91b5-8320747cfe58,0,1,2,50ml,17000,1,9
뿌빠,글래머로즈 메이크업 픽서,https://d33ur1yh5ph6b5.cloudfront.net/92ca110c-f955-48aa-a99f-79e2f9445b09,0,2,0,50ml,30000,1,9
자트인사이트,콘스탄티 엘레강스 픽서,https://d33ur1yh5ph6b5.cloudfront.net/a9de96e7-492b-426e-a422-0b7a42dc8253,0,2,0,50ml,17000,1,9
쏘내추럴,메이크업 세팅 멀티매직실러,https://d33ur1yh5ph6b5.cloudfront.net/56166c86-7c52-11e4-ab79-06530c0000b4,1,3,2,10ml,15000,1,9
투쿨포스쿨,퍼펙트데이 메이크업픽서,https://d33ur1yh5ph6b5.cloudfront.net/865042f4-b6c1-48fa-960b-e97f16f23c89,20,3,4,50ml,12000,1,9
에뛰드하우스,퍼스널 컬러 컨투어링 팔레트 파우더,https://d33ur1yh5ph6b5.cloudfront.net/154c9fb9-b9b4-45bf-b762-ab296ee05619,0,2,0,18g,25000,1,9
에뛰드하우스,시크릿 빔 하이라이터 AD (핑크&화이트믹스),https://d33ur1yh5ph6b5.cloudfront.net/f6b0b5ac-3bdb-11e4-ae91-06a6fa0000b9,8,3,1,9g,9000,1,9
헤라,메이크업 픽서,https://d33ur1yh5ph6b5.cloudfront.net/9e99160a-ec7b-4820-9e83-db48800637bd,0,1,1,110ml,32000,1,9
루나(LUNA),글래머러스 앤딩 비타워터 픽서,https://d33ur1yh5ph6b5.cloudfront.net/5899c99d-1523-4dba-ac8d-6ded319667a3,4,2,1,100ml,18000,1,9
미샤,픽스 미 메이크업 픽서,https://d33ur1yh5ph6b5.cloudfront.net/3ba5cf24-c994-42e6-bbf4-89582ae3e73c,1,0,0,50ml,11000,1,9
투쿨포스쿨,아트클래스 바이 로댕,https://d33ur1yh5ph6b5.cloudfront.net/4d1adbf5-3a5e-11e4-a530-06530c0000b4,615,136,205,9.5g,16000,1,10
아리따움,매직 컨투어링 쉐이딩 파우더 [1호 딥 브라운],https://d33ur1yh5ph6b5.cloudfront.net/67160cbd-2be6-4b56-8538-f4bfe5b5e887,92,47,67,7g,8000,1,10
블랙루즈 (BLACK ROUGE),업 앤 다운 트리플 컨투어링,https://d33ur1yh5ph6b5.cloudfront.net/531e1655-b804-4c8a-9273-94960d5302fc,42,34,36,10g,14900,1,10
쥬리웨니,즉시미백크림 화이트닝스타,https://d33ur1yh5ph6b5.cloudfront.net/728e6b8a-880a-4161-bc38-eadc8032b752,3,34,7,70ml,25000,1,10
더페이스샵,러블리 믹스 유앤페이스 블러셔 09 시나몬드림,https://d33ur1yh5ph6b5.cloudfront.net/e6b315bd-3f05-11e4-a530-06530c0000b4,153,9,20,4g,4900,1,10
투쿨포스쿨,아트클래스 바이 로댕 하이라이터,https://d33ur1yh5ph6b5.cloudfront.net/d7c78202-a131-4c18-b094-ab51ef40a3f7,38,36,19,11g,17000,1,10
에뛰드하우스,페이스 컬러 코르셋 (타이트 쉐이딩 코르셋),https://d33ur1yh5ph6b5.cloudfront.net/f1ab286c-3bdb-11e4-a530-06530c0000b4,69,19,21,6g,5000,1,10
식스틴브랜드(16브랜드),16 모찌팩트 하이라이터 [피치라이트],https://d33ur1yh5ph6b5.cloudfront.net/93658282-9817-4834-9abf-4942be04a425,11,29,11,9g,16000,1,10
어퓨,꾸뛰르하이라이터 [1호 팝더플래시],https://d33ur1yh5ph6b5.cloudfront.net/03301688-ec56-4ace-bf83-c4510d9433ec,14,24,3,4.2g,10000,1,10
아임미미,아임 멀티스틱 쉐딩 (러스터 브론징),https://d33ur1yh5ph6b5.cloudfront.net/ebb9d119-5c78-4add-8358-8b52eb90069b,22,23,26,10g,16000,1,10
베네피트,하이 빔,https://d33ur1yh5ph6b5.cloudfront.net/dac5b755-421e-11e4-a530-06530c0000b4,34,7,14,13ml,37000,1,10
더페이스샵,페이스잇 셀라이트닝 하이라이터 빔 NB23,https://d33ur1yh5ph6b5.cloudfront.net/ee57b8d5-3f05-11e4-ae91-06a6fa0000b9,71,25,14,13ml,7700,1,10
맥퀸뉴욕,페이크 업 3색 쉐딩,https://d33ur1yh5ph6b5.cloudfront.net/da6bd0b4-3af1-4227-9c0c-169c15a92345,7,10,17,9g,26000,1,10
페리페라,잉크 브이 쉐딩 [001 아몬드브라운],https://d33ur1yh5ph6b5.cloudfront.net/0a196162-74af-491e-9c4b-c7d4b576f235,11,9,12,9.5g,12000,1,10
스킨푸드,올오버 머핀 케익 피니시5호 코코아 크림 쿼터 머핀,https://d33ur1yh5ph6b5.cloudfront.net/5f8995dd-39ba-11e4-9866-06f4fe0000b5,72,12,13,16g,13500,1,10
클리오,프리즘 에어 하이라이터 [1호 골드쉬어],https://d33ur1yh5ph6b5.cloudfront.net/974fc482-9f9c-44f2-a904-0d9b4a01c677,15,7,12,7g,23000,1,10
아리따움,매직 컨투어링 쉐이딩 파우더 [2호 텐 브라운],https://d33ur1yh5ph6b5.cloudfront.net/36366c2e-318c-45e3-8697-736237b20549,7,8,5,7g,8000,1,10
에이프릴스킨,매직 스노우 크림,https://d33ur1yh5ph6b5.cloudfront.net/09bf0e51-dde0-442f-ba1c-5040cf96e249,27,15,11,70ml,30000,1,10
톤28(TOUN28),솔루션즈 T5 [칼라민],https://d33ur1yh5ph6b5.cloudfront.net/accbe217-4016-4fa1-8295-5994bfd9ac95,0,1,0,10ml,23000,1,11
엘로엘,블랑 커버크림 스틱,https://d33ur1yh5ph6b5.cloudfront.net/84f1dd93-9a19-49b9-b7f8-a8a5b681542f,0,1,0,12g,49000,1,11
더샘,올 댓 키트 [베이스 메이크업],https://d33ur1yh5ph6b5.cloudfront.net/5748e4fb-5a13-467d-ac38-fad26e1ef8a8,1,1,1,12ml,14000,1,11
이니스프리,페이스 디자이닝 팔레트 [2호 어두운 피부톤],https://d33ur1yh5ph6b5.cloudfront.net/9ac9d56f-6443-440f-84f2-020e508f1e59,1,1,0,10g,14000,1,11
에스쁘아,믹스 앤 픽스,https://d33ur1yh5ph6b5.cloudfront.net/20f234205-3f0d-11e4-a530-06530c0000b4,2,2,0,10ml,15000,1,11
투쿨포스쿨,다이노플라츠 유.에프.오 멀티박스 (리필),https://d33ur1yh5ph6b5.cloudfront.net/8f8784b6-b0be-4e74-a2da-a5d030349a00,0,0,0,12g,16000,1,11
브이디엘(VDL),뮬 페이스 코렉팅 기프트 키트 M02,https://d33ur1yh5ph6b5.cloudfront.net/5400b5e4-69c4-4f41-9a01-6c4260e7662b,0,0,0,21g,73000,1,11
브이디엘(VDL),뮬 페이스 코렉팅 기프트 키트 A03,https://d32ur1yh5ph6b5.cloudfront.net/b74c73eb-1fc5-4439-815a-e788f1998b20,0,0,0,21g,73000,1,11
베네피트,컴플렉셔니스타,https://d33ur1yh5ph6b5.cloudfront.net/33c8951d-9e1d-47a3-a00a-383782815ff6,0,0,0,12.4g,44000,1,11
맥(MAC),립스틱 [루비 우],https://d33ur1yh5ph6b5.cloudfront.net/b1aa054f-e9e6-4ae9-9223-1635af188eb1,202,127,151,3g,29000,2,12
마몽드,크리미 틴트 컬러밤 인텐스 벨벳 (16호 벨벳 레드),https://d33ur1yh5ph6b5.cloudfront.net/34e43f08-3a22-11e4-9866-06f4fe0000b5,228,162,120,3g,8000,2,12
맥(MAC),매트 립스틱 [칠리],https://d33ur1yh5ph6b5.cloudfront.net/4f68f476-9f0a-4185-b64e-afb1b6a50f90,74,65,104,3g,30000,2,12
맥(MAC),립스틱 [레이디 데인저],https://d33ur1yh5ph6b5.cloudfront.net/2f603e47-747a-4337-987b-482b2b84affd,122,81,65,3g,29000,2,12
맥(MAC),립스틱 [릴렌트리슬리 레드],https://d33ur1yh5ph6b5.cloudfront.net/70d44e13-7911-4c41-baca-e9e8c857fe91,57,100,52,3g,30000,2,12
마몽드,크리미 틴트 컬러밤 인텐스 벨벳 (46호 애플 바이트),https://d33ur1yh5ph6b5.cloudfront.net/45cdb973-b8be-469a-b3da-9a0103c3934f,42,70,68,2.5g,9000,2,12
입생로랑,루쥬 뷔르 꾸뛰르 베르니 아 레브르(9),https://d33ur1yh5ph6b5.cloudfront.net/bb4bde72-3e4e-11e4-9866-06f4fe0000b5,168,74,43,6ml,41000,2,12
마몽드,크리미 틴트 컬러밤 인텐스 벨벳 (45호 레드 페퍼),https://d33ur1yh5ph6b5.cloudfront.net/45cdb973-b8be-469a-b3da-9a0103c3934f,43,58,51,2.5g,9000,2,12
입생로랑,루쥬 뷔르 꾸뛰르 베르니 아 레브르(12),https://d33ur1yh5ph6b5.cloudfront.net/be066a93-3e4e-11e4-ae91-06a6fa0000b9,153,58,45,6ml,41000,2,12
맥(MAC),앰플리파이드 립스틱 [베가스 볼트],https://d33ur1yh5ph6b5.cloudfront.net/4ade6764-3e91-4e92-9ea1-1df6271b6597,210,150,39,3g,30000,2,12
마몽드,크리미 틴트 컬러밤 인텐스 [11호 벨벳 레드],https://d33ur1yh5ph6b5.cloudfront.net/161d8fb2-88ff-4c8a-82df-7d07527b97dd,27,34,45,2.5g,9000,2,12
롬앤(rom&nd),제로매트 립스틱 [올댓재즈],https://d33ur1yh5ph6b5.cloudfront.net/04755fd4-7f63-4ae5-82c0-29c614efafb1,53,23,40,3.5g,15000,2,12
맥(MAC),립스틱 [러시안 레드],https://d33ur1yh5ph6b5.cloudfront.net/35a93471-810c-471e-ac91-e7c82d9585d9,70,43,24,3g,29000,2,12
토니모리,키스러버 스타일 (M RD03 레드칠리),https://d33ur1yh5ph6b5.cloudfront.net/bdae42de-fdc9-42aa-8e7c-8e1140484a26,90,60,30,3.4g,7000,2,12
클리오,매드매트 립 [003 레드 수프림],https://d33ur1yh5ph6b5.cloudfront.net/d27c5244-3fa7-4f29-858d-f7a5dab423f8,6,30,19,4.5g,16000,2,12
더페이스샵,블랙라벨 립스틱 10 패션레드,https://d33ur1yh5ph6b5.cloudfront.net/3ee58428-3f06-11e4-ae91-06a6fa0000b9,153,64,22,3g,4900,2,12
미샤,데어 루즈 벨벳 [마라레드],https://d33ur1yh5ph6b5.cloudfront.net/9a1b4442-a420-457e-8fba-95f6bfdea2a0,15,33,9,3.5g,18000,2,12
마몽드,크리미 틴트 컬러 밤 인텐스 [20호 레드페퍼],https://d33ur1yh5ph6b5.cloudfront.net/873bfc81-1bb0-4e93-a38b-639f6453b0e4,15,25,29,2.5g,9000,2,12
토니모리,딜라이트 토니틴트 [02 레드],https://d33ur1yh5ph6b5.cloudfront.net/591dc06f-3a1a-11e4-92f0-06fd000000c2,811,213,466,8.3ml,3800,2,13
더페이스샵,러블리믹스 아쿠아틴트 01 쥬이시 체리,https://d33ur1yh5ph6b5.cloudfront.net/6e96fce5-3f06-11e4-9866-06f4fe0000b5,393,105,298,5g,4400,2,13
토니모리,립톤 겟 잇 틴트 [04호 레드핫],https://d33ur1yh5ph6b5.cloudfront.net/228090ca-874f-4281-bf5d-c63410f21c6e,217,187,322,9.5g,8000,2,13
이니스프리,에코 후르츠 틴트2호 오렌지,https://d33ur1yh5ph6b5.cloudfront.net/458a3028-39b7-11e4-9866-06f4fe0000b5,307,143,236,9ml,4000,2,13
베네피트,차차틴트,https://d33ur1yh5ph6b5.cloudfront.net/4d8a5c13-421f-11e4-9866-06f4fe0000b5,575,180,221,12.5ml,45000,2,13
토니모리,딜라이트 토니틴트 [03 오렌지차차],https://d33ur1yh5ph6b5.cloudfront.net/5a0f24c8-3a1a-11e4-9866-06f4fe0000b5,232,177,219,8.3ml,3800,2,13
에뛰드하우스,디어 달링 틴트 AD (02 리얼레드),https://d33ur1yh5ph6b5.cloudfront.net/11d44d34-3bdb-11e4-92f0-06fd000000c2,159,76,138,4.5g,4000,2,13
아리따움,허니 멜팅 틴트 S15호 레이디디저트,https://d33ur1yh5ph6b5.cloudfront.net/148bb862-39a7-11e4-92f0-06fd000000c2,776,57,140,4g,8000,2,13
페리페라,페리스 잉크 (3호 심쿵주의),https://d33ur1yh5ph6b5.cloudfront.net/17aca503-0413-4b4c-8ebb-83e809cc70a2,154,105,160,8ml,9000,2,13
삐아,라스트 벨벳 립 틴트3 [12 다정보스],https://d33ur1yh5ph6b5.cloudfront.net/6fd5db90-3954-45a1-8202-74f9b01171b7,203,84,146,5g,12000,2,13
아리따움,스타일 팝 푸딩 틴트 2호 스윙코랄,https://d33ur1yh5ph6b5.cloudfront.net/96c31cd4-5425-49d9-8d70-5bac18d326c5,391,159,170,8ml,5000,2,13
삐아,라스트 벨벳 립 틴트 [02생기갑],https://d33ur1yh5ph6b5.cloudfront.net/9ae3e073-7a42-4f91-b9ad-a708b5084f25,90,75,128,5g,12000,2,13
페리페라,페리스틴트 워터(1호 체리쥬스),https://d33ur1yh5ph6b5.cloudfront.net/521e1206-3f0b-11e4-ae91-06a6fa0000b9,315,121,132,6.5ml,7000,2,13
이니스프리,에코 봉숭아 꽃물 틴트,https://d33ur1yh5ph6b5.cloudfront.net/3fec3326-39b7-11e4-9866-06f4fe0000b5,364,74,136,10ml,6000,2,13
베네피트,베네틴트,https://d33ur1yh5ph6b5.cloudfront.net/4fe7adb8-421f-11e4-ae91-06a6fa0000b9,324,73,108,12.5ml,45000,2,13
토니모리,딜라이트 토니틴트 [01 체리핑크],https://d33ur1yh5ph6b5.cloudfront.net/5844c51b-3a1a-11e4-9866-06f4fe0000b5,137,88,97,8.3ml,3800,2,13
페리페라,페리스 잉크 더 벨벳 002 심쿵유발,https://d33ur1yh5ph6b5.cloudfront.net/de8674e1-a220-4272-bdce-2a13292a4776,45,107,106,8g,9000,2,13
이니스프리,에코 후르츠 틴트1호 체리,https://d33ur1yh5ph6b5.cloudfront.net/43844da4-39b7-11e4-a530-06530c0000b4,85,86,94,9ml,4000,2,13
더페이스샵,페이스잇 레슨 아티스트 핑거 글로스 [RD301 허그레드],https://d33ur1yh5ph6b5.cloudfront.net/5d75760f-3f06-11e4-ae91-06a6fa0000b9,50,33,23,4ml,11900,2,14
더페이스샵,페이스잇 레슨 아티스트 핑거 글로스 [OR202 생생피치],https://d33ur1yh5ph6b5.cloudfront.net/5f21027b-3f06-11e4-ae91-06a6fa0000b9,102,24,28,4ml,11900,2,14
후로후시,립38도 [+3℃ 코랄핑크],https://d33ur1yh5ph6b5.cloudfront.net/449fbc0e-9172-4d8d-b23a-84b56ebfec38,5,27,0,6.5ml,22000,2,14
더페이스샵,페이스잇 레슨 아티스트 핑거 글로스 [PK103 생얼핑크],https://d33ur1yh5ph6b5.cloudfront.net/60de6a5f-3f06-11e4-a530-06530c0000b4,28,26,9,4ml,11900,2,14
랑콤(LANCOME),압솔뤼 글로스 [132 레드 클릭],https://d33ur1yh5ph6b5.cloudfront.net/69ecf7fa-d70a-4255-b00d-2eaeb202780a,7,29,7,8ml,42000,2,14
에뛰드하우스,우 베이비 림 플럼퍼 (1호 맑은 투명 볼륨),https://d33ur1yh5ph6b5.cloudfront.net/95e17f50-3bda-11e4-92f0-06fd000000c2,33,16,13,7g,6000,2,14
크리스찬 디올(DIOR),디올 어딕트 플루이드 스틱 575 원더랜드,https://d33ur1yh5ph6b5.cloudfront.net/4681e6e6-3ef7-11e4-92f0-06fd000000c2,70,22,11,5.5ml,40000,2,14
크리스찬 디올(DIOR),디올 어딕트 립 맥시마이져 글로스,https://d33ur1yh5ph6b5.cloudfront.net/9dc2c91e-3ef7-11e4-ae91-06a6fa0000b9,16,8,4,6ml,39000,2,14
크리스찬 디올(DIOR),어딕트 립 글로우 [007 라즈베리],https://d33ur1yh5ph6b5.cloudfront.net/752df92d-6b9a-4351-a689-82472abb7c53,4,6,6,3.5g,41000,2,14
스틸라,뷰티 보스 립 글로스 [인 더 레드],https://d33ur1yh5ph6b5.cloudfront.net/1ae3b44b-e187-4bed-9af4-07a930d6cba1,0,7,1,3.2ml,21000,2,14
크리스찬 디올(DIOR),디올 어딕트 글로스 664 페어리 핑크,https://d33ur1yh5ph6b5.cloudfront.net/8b6c1d66-3ef7-11e4-a530-06530c0000b4,2,3,1,6.5ml,39000,2,14
베네피트,펀치 팝 [워터멜론],https://d33ur1yh5ph6b5.cloudfront.net/ebdc7099-af20-497a-94da-59335256ef0f,0,7,6,7ml,26000,2,14
롬앤(rom&nd),글래스팅 워터 글로스 [01 산호크러쉬],https://d33ur1yh5ph6b5.cloudfront.net/f91c7b9d-a339-4bb8-9d17-dabb569bbff2,11,5,2,4.5g,10900,2,14
베네피트,펀치 팝 [체리],https://d33ur1yh5ph6b5.cloudfront.net/70ac2ebd-b1ef-441f-ad4f-49fd789a6e15,0,8,5,7ml,26000,2,14
크리스찬 디올(DIOR),디올 어딕트 003 글로우 엑스퍼트,https://d33ur1yh5ph6b5.cloudfront.net/9b05cbc6-3ef7-11e4-a530-06530c0000b4,6,3,0,5.5ml,39000,2,14
베네피트,펀치 팝 [망고],https://d33ur1yh5ph6b5.cloudfront.net/6c6a3484-70da-46ca-b5dd-07ae71dbeb3d,1,7,5,7ml,26000,2,14
바비브라운,립글로스 브라이트 핑크,https://d33ur1yh5ph6b5.cloudfront.net/51b052b4-3eff-11e4-92f0-06fd000000c2,4,3,1,7ml,38000,2,14
라네즈,라네즈X플레이노모어 인텐스 립 젤 No.8 메이플레드,https://d33ur1yh5ph6b5.cloudfront.net/03d44332-0545-4837-8103-1f7fed447780,6,5,0,4.5g,25000,2,14
샤넬,루쥬 코코 립 블러쉬 [#416 티징 핑크],https://d33ur1yh5ph6b5.cloudfront.net/dbb14a68-f316-4fe3-9ae7-41ecad10d2ab,2,8,4,2g,45000,2,15
이글립스,애플핏 블러셔 [03 스윗피치],https://d33ur1yh5ph6b5.cloudfront.net/2eada487-6aa3-4c35-b4c4-0bd48b0dcd26,7,6,8,4g,7000,2,15
샤넬,루쥬 코코 립 블러쉬 [#412 오렌지 엑스플로시프],https://d33ur1yh5ph6b5.cloudfront.net/e130f614-0f63-4051-bc48-95b3af2857c1,6,8,3,2g,45000,2,15
샤넬,루쥬 코코 립 블러쉬 #410 코랄 내츄럴,https://d33ur1yh5ph6b5.cloudfront.net/d477adb6-0daa-40e9-bd06-9abc7e463e80,0,7,4,2g,45000,2,15
샤넬,루쥬 코코 립 블러쉬 [#418 루쥬 캡티번],https://d33ur1yh5ph6b5.cloudfront.net/66d35f1e-681f-43dd-b376-dacb3d8412b2,1,9,0,2g,45000,2,15
이글립스,애플핏 블러셔 [04 탠저린 코랄],https://d33ur1yh5ph6b5.cloudfront.net/28627ab4-bddd-4847-995b-88889efef940,1,4,4,4g,7000,2,15
미샤,글로우 립 블러쉬 [누드 미],https://d33ur1yh5ph6b5.cloudfront.net/0b9d3ba4-a473-44bf-9a54-195259a19a6f,2,5,2,4.5g,12000,2,15
스킨푸드,생과일 립앤치크 세가지 맛 플럼 멜로우 7호 말린자두,https://d33ur1yh5ph6b5.cloudfront.net/0394de88-b829-4c53-b791-5ffdb3e45d66,0,5,3,7.5g,9000,2,15
미샤,글로우 립 블러쉬 [저스트 미],https://d33ur1yh5ph6b5.cloudfront.net/7d747018-23f1-41a8-b978-301e4833bba7,1,4,0,4.5g,12000,2,15
미샤,글로우 립 블러쉬 [심플 미],https://d33ur1yh5ph6b5.cloudfront.net/3d9fe83c-4094-435f-9fbe-f56be30a0bff,2,4,1,4.5g,12000,2,15
미샤,글로우 립 블러쉬 [어나더 미],https://d33ur1yh5ph6b5.cloudfront.net/08a7f4d4-0d9a-4688-804d-3096fa7cb0ed,1,4,1,4.5g,12000,2,15
미샤,글로우 립 블러쉬 [파인드 미],https://d33ur1yh5ph6b5.cloudfront.net/0ad0abc8-109b-4271-817f-850ac0c8c5da,2,4,1,4.5g,12000,2,15
미샤,글로우 립 블러쉬 [데어 미],https://d33ur1yh5ph6b5.cloudfront.net/80f6e46e-2078-41ef-91f8-786af2008fd7,3,4,1,4.5g,12000,2,15
스킨푸드,생과일 립앤치크 세가지 맛 플럼 멜로우 6호 자두,https://d33ur1yh5ph6b5.cloudfront.net/aef4eecb-c7ff-40ad-a9da-d32aacb065c6,1,2,3,7.5g,9000,2,15
에뛰드하우스,플레이 컬러 립 앤 치크 [케이크샵],https://d33ur1yh5ph6b5.cloudfront.net/789ab9b1-989d-4c86-863d-dd48d9687294,1,2,1,5.6g,22000,2,15
캔메이크,파우더 치크 [39호 스미레 퍼플],https://d33ur1yh5ph6b5.cloudfront.net/84502667-ce4d-498c-aab6-8e0ad083acfe,1,2,0,3.2g,11000,2,15
캔메이크,파우더 치크 [16호 네이블 오렌지],https://d33ur1yh5ph6b5.cloudfront.net/6a48a5d0-d20e-40fc-8524-fc6424e36698,2,1,1,3.2g,11000,2,15
언프리티랩스타(UNPRETTY RPSTAR),스무스 휘핑 립&치크 코랄크림,https://d33ur1yh5ph6b5.cloudfront.net/d2bccb94-95a7-4a14-9ba4-091267d35361,1,3,0,4.2g,9900,2,15
포니이펙트,커스터마이징 립 팔레트,https://d33ur1yh5ph6b5.cloudfront.net/ac71fc41-9442-454e-b7f5-24142c144b01,6,10,1,11g,38000,2,16
에뛰드하우스,퍼스널 컬러 팔레트 웜톤 립,https://d33ur1yh5ph6b5.cloudfront.net/21bc0628-129c-4e0d-9f93-e19d98f44343,13,2,1,9g,22000,2,16
뿌빠,웨일 키트 1 [004 레드],https://d33ur1yh5ph6b5.cloudfront.net/2df24fe8-0fa0-4d1a-989b-df928524be30,2,1,0,5.6g,21000,2,16
나스(NARS),세븐 데들리 신스 어데이셔스 립스틱 팔레트,https://d33ur1yh5ph6b5.cloudfront.net/39a9c083-ad9c-44be-8797-a37f5eda0ab8,1,1,0,14g,68000,2,16
뿌빠,웨일 키트 1 [002 스카이 민트],https://d33ur1yh5ph6b5.cloudfront.net/3df24fe8-0fa0-4d1a-989b-df928524be30,1,0,0,5.6g,21000,2,16
뿌빠,웨일 키트 1 [003 더스티 핑크],https://d33ur1yh5ph6b5.cloudfront.net/3df24fe8-0fa0-4d1a-989b-df928524be30,1,0,0,5.6g,21000,2,16
바이올렛드림,브아디아이보브 프로 립 팔레트 [01 쿨 프로],https://d33ur1yh5ph6b5.cloudfront.net/d0583eae-6960-401f-bb81-b428cbff837b,1,0,0,5.2g,25000,2,16
뿌빠,웨일 키트 1 [001 화이트],https://d33ur1yh5ph6b5.cloudfront.net/2df24fe8-0fa0-4d1a-989b-df928524be30,1,0,0,5.6g,21000,2,16
바이올렛드림,브아디아이보브 프로 립 팔레트 [02 웜 프로],https://d33ur1yh5ph6b5.cloudfront.net/323839b9-0e1c-46cb-a646-f705135216aa,1,0,0,5.2g,25000,2,16
토니모리,스포일러 쉬어매트 립 펜슬,https://d33ur1yh5ph6b5.cloudfront.net/1e4d5963-18e7-4d65-98c7-eca06364fb1a,23,22,14,1.5g,6800,2,17
우드버리,루즈스틸로 오토립 [사틴 오렌지선셋],https://d33ur1yh5ph6b5.cloudfront.net/692e9bea-37d3-46a3-ae15-fdd4df209c83,0,1,0,1.5g,14000,2,17
에스쁘아,립 업 펜슬 [4호 인조이],https://d33ur1yh5ph6b5.cloudfront.net/6186faff-3f4c-4bc7-ab75-fb49cfcb3eac,2,1,0,0.9g,15000,2,17
우드버리,루즈스틸로 오토립 [매트 레드벨벳],https://d33ur1yh5ph6b5.cloudfront.net/692e9bea-37d3-46a3-ae15-fdd4df209c83,0,1,0,1.5g,14000,2,17
우드버리,루즈스틸로 오토립 [매트 모닝코랄],https://d33ur1yh5ph6b5.cloudfront.net/692e9bea-37d3-46a3-ae15-fdd4df209c83,0,1,0,1.5g,14000,2,17
잇츠스킨,잇츠 탑 바이 이태리 인텐스 립라이너 [01호 클래식 레드],https://d33ur1yh5ph6b5.cloudfront.net/062db656-72db-4cac-a021-c7174e23e22d,0,1,0,0.3g,9000,2,17
더페이스샵,크리미 터치 립라이너 [BE01 베이지가든],https://d33ur1yh5ph6b5.cloudfront.net/92c84095-dc7a-4b7c-af13-34055b90091b,1,1,0,0.2g,3500,2,17
잇츠스킨,베이비페이스크리미립라이너[2호코랄피치],https://d33ur1yh5ph6b5.cloudfront.net/4015d9ce-8ce4-4486-9a51-8601d6e1470f,0,0,0,0.25g,2500,2,17
더샘,샘물 롱웨어 멀티 립 펜슬 [PK01 핑크 파우치],https://d33ur1yh5ph6b5.cloudfront.net/7d6ed79e-759e-4ccb-9266-fbbb532d9186,0,1,0,0.25g,3800,2,17
토니모리,이지터치 오토 립 라이너 [04 브라운],https://d33ur1yh5ph6b5.cloudfront.net/7fe655b0-75f0-4940-bacf-773ea550ae5a,1,1,0,0.2g,2900,2,17
잇츠스킨,베이비페이스크리미립라이너[1호퓨어레드],https://d33ur1yh5ph6b5.cloudfront.net/b023aacd-05ae-4ff4-bc94-bdd949d66fd9,1,1,0,0.25g,2500,2,17
잇츠스킨,베이비 페이스 크리미 립라이너[엔젤 핑크],https://d33ur1yh5ph6b5.cloudfront.net/97eec1ef-3a57-11e4-9866-06f4fe0000b5,5,1,1,0.25g,2500,2,17
토니모리,이지터치 오토 립 라이너 [02 로즈핑크],https://d33ur1yh5ph6b5.cloudfront.net/53648859-422a-4cad-80b0-7c73c5dd9e16,3,0,0,0.2g,2900,2,17
잇츠스킨,베이비 페이스 크리미 립라이너[코랄 피치],https://d33ur1yh5ph6b5.cloudfront.net/98c042aa-3a57-11e4-92f0-06fd000000c2,3,0,0,0.25g,2500,2,17
잇츠스킨,베이비 페이스 크리미 립라이너[로즈 베이지],https://d33ur1yh5ph6b5.cloudfront.net/9992d593-3a57-11e4-9866-06f4fe0000b5,3,0,0,0.25g,2500,2,17
맥(MAC),립 펜슬 [버건디],https://d33ur1yh5ph6b5.cloudfront.net/4728021c-680e-481d-8a4f-1e18e0daa652,3,0,0,1.45g,20000,2,17
라네즈,소프트 오토 립라이너 02 리얼 로즈,https://d33ur1yh5ph6b5.cloudfront.net/7657758e-65d2-4dc6-8d60-f2305f01d903,1,0,0,0.6g,12000,2,17
토니모리,이지터치 오토 립 라이너 [03 레드와인],https://d33ur1yh5ph6b5.cloudfront.net/170a2e49-7349-4ee9-bc31-f2fa65ac4c3c,2,0,0,0.2g,2900,2,17
히말라야,히말라야 립밤,https://d33ur1yh5ph6b5.cloudfront.net/3935482b-1941-40d4-a311-b4cd12fbe5fa,62,46,130,10g,3500,2,18
